"item_id","item_name","latitude","longitude","category","sub_category","price_range","specialties","description","cultural_authenticity","historical_significance","keyword_match_count","rating","rating_count","vibes","ambience","images","distance"
167,"Kona Coffee Roasters | Chelsea",40.7429668,-73.9966854,"Coffee shop, Coffee roasters, Coffee wholesaler",,"Inexpensive","{}","Kona Coffee Roasters in Chelsea offers a slice of Hawaii in NYC with its authentic Kona coffee and friendly atmosphere, perfect for coffee enthusiasts and remote workers.","Highly Authentic","f",,4.2,133,"Chill, Quiet, Family-Friendly","Cozy, Modern, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/33603422-552a-474b-df77-d76a8a4aa100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c0f542ef-688e-4707-bf4d-a2131262a100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/aa1b2b46-bee2-4bb4-6342-93b338a69f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/23fdba13-f314-4dd1-f6ee-ea48d6861a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/4134a0a4-c9ab-42a3-c29c-57e3b6d8cd00/public"", ""description"" : """"}]",
172,"Butler",40.7198036,-73.9590877,"Bakery, Coffee shop, Cafe, Espresso bar",,"Moderate","{Pastries,Croissant}","Butler is a neighborhood favorite coffee shop in Williamsburg, known for its freshly prepared meals, baked goods, and high-quality espresso from Intelligentsia. It's loved for its inviting brown brick interiors and outdoor seating ideal for sunny days, offering a warm community vibe.","Somewhat Authentic","f",,4.6,146,"Family-Friendly, Trendy, Chill","Cozy, Casual, Urban","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ad4c1003-787e-441a-02e9-bbdf5ce79400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/dbb43ea6-8938-4545-b382-6c7442009000/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/85d81a6a-3f07-4ccc-f8a9-65ee25e6eb00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/65be9fe8-5389-4ce3-b81a-8000a2cb9400/public"", ""description"" : """"}]",
170,"Butler",40.7118004,-73.9646546,"Bakery, Restaurant, Coffee shop, Cafe",,"Moderate","{}","Butler is a welcoming neighborhood favorite in Brooklyn offering a diverse range of breakfast, brunch, and coffee options with a focus on fresh and well-prepared food, excellent service, and vibrant atmosphere suitable for both solo visitors and groups.","Authentic","f",,4.6,624,"Family-Friendly, Lively, Chill, Trendy","Modern, Cozy, Casual, Chic, Artistic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8404418f-2fc9-4d14-17bd-d306ecd30900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9b753a00-d167-48eb-809e-972e740ac100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9f32fd30-7c16-4246-d154-edc92c682f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/2a652469-e8de-462a-de69-97f652225100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/53285e91-12ed-4085-4d7a-a6e554508400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/16953781-ea5e-480d-d146-ba5ecda27400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/35f176b4-0ead-4947-fc0d-65b3e7903000/public"", ""description"" : """"}]",
171,"Butler",40.7032815,-73.9923292,"Bakery, Coffee shop",,"Moderate","{""Triple Chocolate Croissant"",""Sausage Roll""}","Butler is a trendy coffee shop and cafe located in Dumbo, known for its stylish industrial-chic interior and classic espresso paired with freshly baked pastries and a curated menu. Located with views of the Brooklyn Bridge, it is perfect for a vibrant and casual breakfast or brunch experience.","Somewhat Authentic","f",,4.5,773,"Lively, Trendy, Chill","Cozy, Modern, Chic, Industrial","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c6e9922c-5172-48f6-3c1b-08eec569f600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b6becf52-7041-49aa-1699-2304be6fbe00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/017a01ec-ba66-4923-0449-c396f7242500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/692f71b8-dd11-447c-d0c5-65e8c8d94400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/2c6233be-11a1-4c5d-450f-48317b48ee00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c27c8df6-4b5c-4c12-d9f4-b5e28d32a700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e76aeb71-b837-4f4d-7195-42fc25408200/public"", ""description"" : """"}]",
106,"Slate Cafe Upper West Side",40.7804381,-73.9820721,"Cafe",,"Moderate","{""Avocado Burrata""}","Slate Cafe is a vibrant and modern cafe located in multiple locations including NoMad and Upper West Side, NYC. It offers delicious coffee and food with a friendly staff and a great atmosphere, perfect for casual dining, working, or grabbing a light bite.","Somewhat Authentic","f",,4.9,47,"Family-Friendly, Lively, Chill","Modern, Vibrant, Chic, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/62ecd258-ce19-4416-f520-faff8b228300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/0884ea54-36b6-4962-44b3-9cfbfbdde000/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b586d056-cbc5-4a19-9acd-2f8cb9280a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/4d27bfe4-e163-4225-4439-f12783ed1200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/2af0f8ad-137a-4b97-117d-aff6f8cbe800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/71bdfc75-7b1e-4616-1391-f418d286a600/public"", ""description"" : """"}]",
107,"Slate Cafe Midtown",40.7549063,-73.9688552,"Restaurant, Coffee shop",,"Moderate","{Avocado,""Breakfast Bowl""}","Slate Cafe is a bustling coffee bar in Midtown NYC known for its modern aesthetic and cozy ambiance, offering a great spot for breakfast, brunch, or just a coffee break. It's popular for healthy, flavorful dishes and beverages, perfect for a relaxed or productive visit.","Authentic","f",,4.5,439,"Family-Friendly, Lively, Trendy, Chill","Cozy, Vibrant, Modern","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/916f9106-9858-45b4-8908-84f4542f7a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e0489e81-5962-4f1a-e18e-8cc8d0fae700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/bf78701d-8852-40d6-94b0-3c4b7305ce00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/788aed36-a220-4567-9600-179e9852b600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f835ed0c-2d36-40d9-90eb-685c4c254f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/23b6ae51-902c-40f8-c5f8-498fdee97200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8a2bb165-cee4-4be9-1a86-6ddbbd277600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3665c9ea-add8-407b-1010-25be4fd6ff00/public"", ""description"" : """"}]",
115,"maman",40.7524739,-73.9739429,"Breakfast restaurant, Brunch restaurant, Restaurant, Coffee shop, Dessert shop, Cafe, Delivery service, European restaurant, French restaurant, Family restaurant",,"Moderate","{""Make Your Own Omelette""}","Maman is a charming French-inspired cafe offering artisanal pastries and coffee, set in a cozy, vintage decor with an inviting atmosphere, perfect for brunch and light bites.","Highly Authentic","f",,4.2,125,"Family-Friendly, Trendy","Vintage, Cozy, Artistic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e43e3aec-9477-455b-1a27-cadc4f206300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/589bf40d-bcbb-4fec-65be-491eb6ede000/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e84d7b8f-6a23-4b02-1969-66a519770a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/29a77215-3111-4929-d9a0-60a5844bbc00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/844fbc75-8f20-46ed-a30b-2f103f98e100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/711e3e4d-4346-4f96-8922-52f24a16e800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5a903237-cbd5-4582-e04f-8e96849b0400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/36d3fd17-80a5-4d15-a074-d4559f9d9400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/84c889e3-c5a1-4de5-99de-509fb88a1100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/bb2c6f96-2046-4577-bf99-5c5ec83f8b00/public"", ""description"" : """"}]",
174,"Conwell Coffee Hall",40.7054353,-74.0091413,"Cafe",,"Moderate","{""Bacon Egg and Cheese Croissant"",""Ricotta Toast""}","Conwell Coffee Hall is located within a former bank in NYC's Financial District, offering a unique coffee experience amidst vintage decor and historical charm.","Highly Authentic","t",,4.3,266,"Trendy, Chill","Vintage, Elegant, Cozy","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ec1fff01-701c-42fc-9528-d4b479f69f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/05d38fb4-1e5c-4804-2900-7355e3e58200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/732d1301-9d8a-408a-1327-d2ddc5690b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d33fc914-3318-4676-c235-044163888900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/857d075c-1e5c-4e5b-4ee0-397102ad6700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9ac957c4-b906-4e7a-f707-9a9621238c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/913159d7-a6e3-47ff-93b8-1abb67b61000/public"", ""description"" : """"}]",
175,"Prince Tea House",40.6359319,-74.013036,"Tea house",,"Moderate","{""Tea House"",""Smoked Salmon Sandwich"",""Afternoon Tea for One"",""Purple Yam Millie Crêpes Cake""}","Prince Tea House offers an extensive selection of imported teas in a beautifully decorated setting, perfect for afternoon tea, brunch, or hosting special occasions. It provides a cozy and elegant atmosphere with a variety of delicious desserts.","Authentic","f",,4.3,703,"Family-Friendly, Quiet, Chill, Trendy","Cozy, Elegant, Chic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/959cfb21-56cc-4475-36e0-f47274107d00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9e3913d7-4009-4ffe-385d-5081b15b7f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/7f95b5e4-93a8-4941-a3a4-0859f193f800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8e31d9b5-b59d-492e-8cf7-eed7bd06a900/public"", ""description"" : """"}]",
209,"Hungry Ghost",40.6802981,-73.9743992,"Coffee shop, Takeout Restaurant, Sandwich shop",,"Moderate","{}","Hungry Ghost is a cozy coffee shop offering Stumptown coffee amidst warm, inviting decor suitable for work or relaxation.","Authentic","f",,4.3,499,"Quiet, Chill","Cozy, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ea0e2bb9-f441-4108-77d7-62306123d200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/a2c44373-4eac-4f78-c376-590fa1e35a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f2a9fd33-3b2f-4dcf-53c9-d5c6c4ef5500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/40599006-e49a-4010-6be9-8b243f256300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/cf85cf00-0839-4255-8411-0040b18ee900/public"", ""description"" : """"}]",
176,"Prince Tea House",40.603733,-73.9959156,"Tea house",,"Moderate","{}","Prince Tea House in Brooklyn offers a charming and elegant atmosphere perfect for afternoon teas and special gatherings. With its exceptional visual appeal, it provides a selection of decadent cakes, artisanal pastries, and a wide array of teas, making it a unique dining experience.","Authentic","f",,4.2,744,"Romantic, Family-Friendly, Chill","Cozy, Elegant, Romantic, Serene, Chic, Modern","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/741c8979-3f1f-49a4-94a7-6623f3060700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b486511d-d96e-4d61-5dc7-efe773abd400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5520b554-20ea-4d08-0476-610a9a5aa600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b7d73ab2-0f45-4920-f93f-bf8640503600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3dda10f9-79d7-482a-f5a3-594d5e2b4d00/public"", ""description"" : """"}]",
178,"Prince Tea House",40.7294537,-73.9864067,"Brunch restaurant, Dessert shop, Tea house, Dessert restaurant",,"Moderate","{""Purple Yam Soufflé"",""Afternoon Tea for Two"",""Afternoon Tea Party"",""Afternoon Tea Box for Two""}","Prince Tea House offers a highly authentic afternoon tea experience with a wide selection of teas imported from France, served with beautifully presented desserts and pastries, ideal for special occasions or a casual outing with friends in a cozy, elegant setting.","Highly Authentic","f",,4.5,683,"Romantic, Family-Friendly, Trendy, Chill","Cozy, Elegant, Casual, Chic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/a0200238-4de6-49f2-7e7c-c8406fa39c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8c383825-0d30-4902-6601-c80b2bb9e100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/69bfc1ac-9fe9-4643-854e-75bdd9cda400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/986eac9c-78c1-43e5-a50d-911ece96fb00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/14c5c74b-7915-48e9-3648-8f82ce4d8b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3ddac0b0-10ee-4d7e-de13-abe11efb1600/public"", ""description"" : """"}]",
179,"Burly Coffee",40.6815557,-73.9656535,"Coffee shop",,"Inexpensive","{}","Burly Coffee, established in 2014, is a beloved Brooklyn cafe known for its high-quality coffee, welcoming atmosphere, and plant-filled industrial interior. It's an excellent spot to enjoy artisanal beverages, work, or relax.","Authentic","f",,4.6,72,"Quiet, Trendy, Chill","Modern, Industrial, Urban, Garden","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3b0e3393-0d6d-4a1b-867f-0f3f34ee5c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/49887d22-ef16-4c0f-ba11-041e57f74800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/38233350-4d07-4b1d-d754-3ca14006b600/public"", ""description"" : """"}]",
184,"Odd Fox Coffee",40.6841093,-73.9410064,"Coffee shop",,"Inexpensive","{""Iced Latte""}","Odd Fox Coffee is a neighborhood coffee shop in Brooklyn known for its delightful coffee, inviting atmosphere, and slightly quirky charm. It offers a cozy and relaxed environment to enjoy premium coffee and pastries, making it a perfect spot for locals who appreciate a mix of whimsy and quality in their caffeine fix.","Somewhat Authentic","f",,4.6,91,"Trendy, Chill, Quiet","Cozy, Casual, Modern, Chic, Quirky","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d9c6780f-9ece-4841-03d2-adf43b20b300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/55548e09-26f7-4454-bb55-d59a71113400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b9524697-cc1e-475e-c61d-2f48e119db00/public"", ""description"" : """"}]",
188,"Ground Central Coffee Company",40.7500253,-73.9718126,"Coffee shop",,"Moderate","{Pastries}","Ground Central Coffee Company is a cozy and quirky coffee shop in NYC featuring vintage decor with industrial elements. Known for its excellent coffee and pastries, it offers a relaxing and authentic New York cafe experience.","Authentic","f",,4.4,285,"Trendy, Chill, Quiet","Cozy, Vintage, Industrial, Urban, Quirky","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/360890bb-5343-4df5-da7b-28e9e7332200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d87730bc-03d1-4e4c-3d6f-66df3c89b100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/215f2e2f-a51d-440b-9e3a-2bf37a8bca00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c2d1ecf0-c8d5-490e-044c-d8269cc40d00/public"", ""description"" : """"}]",
192,"Ground Central Coffee Company",40.7437095,-73.9851602,"Coffee shop",,"Inexpensive","{}","Ground Central Coffee Company offers a cozy and modern space in Midtown NYC, celebrated for its top-notch coffees, friendly staff, and convenient location for both casual visits and working sessions.","Authentic","f",,4.9,27,"Chill, Trendy, Quiet","Cozy, Modern, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/1799a8c4-4bb1-4209-a374-a45b808d2a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/68466355-db73-46a2-b50e-4c4e2575f500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/24554204-c1b6-40ef-6c28-1b459ce3a500/public"", ""description"" : """"}]",
195,"Cafe Grumpy - Manhattan West",40.7526155,-73.9996513,"Coffee shop",,"Moderate","{}","Cafe Grumpy offers a warm, friendly atmosphere inside Whole Foods, perfect for grabbing a coffee and sitting outside on the Highline while enjoying artisanal brews.","Authentic","f",,4.2,23,"Family-Friendly, Quiet, Chill","Cozy, Casual, Modern","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/4b1f4394-b5cd-4c45-83fb-137fa51ca100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/fbd0c452-c70c-48c7-ae77-f9481b3a0100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/232008d9-1460-4f76-0938-f9a2bf194200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/dffad9d3-fa65-4ec5-5bb9-a4130bfc6a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/acca3101-1b73-4213-437e-43fe4049e800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/543299fd-3151-4f82-159b-6269c82aff00/public"", ""description"" : """"}]",
197,"Cafe Grumpy - Financial District",40.7039603,-74.0119572,"Coffee shop, Cafe",,"Moderate","{""Oatmilk Latte"",Heartbreaker}","Cafe Grumpy is a trendy and cozy coffee shop known for its exceptional coffees, pastries, and a welcoming atmosphere, making it a great place for coffee enthusiasts and casual drinkers alike.","Authentic","f",,4.3,287,"Chill, Trendy, Quiet","Cozy, Urban, Casual, Minimalist","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/45f0da6b-8e1e-4dae-669d-535ad5a12f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9462a6f3-c552-41b1-eac0-8cb0ddf64200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/a22fc56f-eaa5-4716-bb54-7c90b5567900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3681c05c-03ca-4bdf-d828-e9cdfa107700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/2529ec67-6be3-4619-578c-756e25834500/public"", ""description"" : """"}]",
177,"Prince Tea House",40.719023,-73.994908,"Tea store, Tea house, Tea market place",,"Moderate","{""Brown Sugar Boba Mill Crepe Cake"",""Afternoon Tea for 2 People"",""Green Tea Mille Crepe Cake""}","Prince Tea House is a premier oriental tea house in New York, known for its fusion menu featuring exquisite tea and delightful pastries, crafted with passion and precision, providing a serene spot for afternoon tea and special occasions.","Highly Authentic","f",,4.3,457,"Family-Friendly, Lively, Chill, Upscale, Quiet","Cozy, Vibrant, Modern, Chic, Elegant, Festive","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/94af7db9-2117-4a74-583f-03d856645c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ce915508-541b-4bb9-555c-57a2e40cf700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/870ce84c-4656-443b-6dc7-6f8203591100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c1a20fce-1dc2-4aa5-89e1-227b191ecd00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d2053a59-9bef-406d-6634-4bc5e48b3d00/public"", ""description"" : """"}]",
180,"Buunni Coffee - Inwood",40.8681653,-73.920528,"Coffee shop, Cafe, Ethiopian restaurant",,"Moderate","{""Silk Road""}","Buunni Coffee offers an authentic Ethiopian coffee experience with beans roasted in NYC, complemented by a cozy and vibrant atmosphere perfect for enjoying a cup of ethically sourced coffee or getting some work done. They emphasize community with regular events and have a strong selection of vegan and vegetarian options.","Highly Authentic","f",,4.5,260,"Family-Friendly, Chill, Quiet","Cozy, Vibrant, Artistic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/390c5d4e-33ef-45a1-651b-78601b6f3e00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8a307b08-7404-48dd-a7a9-e4029c703b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/855bb131-3191-404d-cd33-3607341cf900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/bb72de4b-53f2-4e38-5fa5-9c33bdf46b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/a5d6a125-09e0-4a37-03cd-4d27b2320800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3f1af703-b5db-4626-6e4c-c2d9d51d1b00/public"", ""description"" : """"}]",
